id,first_name,last_name,email,phone_number,hire_date,job_title,department,salary,manager_id,address,skills
358,Melissa,Brooks,collinsalan@example.com,001-921-906-6296x7056,2024-10-17,Project Manager,Operations,69553,26.0,"{'street': '0276 Snyder Extension', 'city': 'Juliaberg', 'state': 'MO', 'zip': '88655', 'country': 'USA'}","['AWS', 'Scala']"
359,Stephanie,Baker,dominique30@example.net,429.788.1469x862,2022-08-26,QA Engineer,Engineering,90336,24.0,"{'street': '999 Mcpherson Throughway', 'city': 'Port Jonathanview', 'state': 'MS', 'zip': '03106', 'country': 'USA'}","['AWS', 'Excel', 'Spark', 'Scala']"
360,Shannon,Harvey,bmonroe@example.org,+1-815-521-0247x371,2019-08-18,Recruiter,HR,88233,45.0,"{'street': '8536 Lee Ways Apt. 587', 'city': 'New Jonathanstad', 'state': 'HI', 'zip': '41453', 'country': 'USA'}","['Azure', 'SQL', 'Tableau', 'Kubernetes']"
361,Holly,Cook,rterry@example.net,423.760.1383x5490,2015-12-21,COO,Operations,89735,41.0,"{'street': '5202 Aaron Stravenue', 'city': 'Williamshaven', 'state': 'OR', 'zip': '64569', 'country': 'USA'}","['AWS', 'GCP', 'R', 'Hadoop', 'Python']"
362,Claudia,Meza,amberstephens@example.net,242.437.3930x7464,2022-12-04,Brand Strategist,Marketing,73698,39.0,"{'street': '31379 Green Dam', 'city': 'North Rodneyburgh', 'state': 'MA', 'zip': '23442', 'country': 'USA'}","['Hadoop', 'Docker', 'PowerBI', 'Tableau']"
363,Jesse,Rice,stephanie05@example.net,+1-535-461-5754,2020-12-13,IT Manager,IT,101172,29.0,"{'street': '42520 Robinson Glens Suite 107', 'city': 'Joshuamouth', 'state': 'CT', 'zip': '40118', 'country': 'USA'}","['SQL', 'Tableau']"
364,Brett,Jones,panderson@example.net,520.229.9806x41037,2021-01-31,Operations Manager,Operations,79890,24.0,"{'street': '16142 Charlene Plain Suite 870', 'city': 'East Crystal', 'state': 'NH', 'zip': '28695', 'country': 'USA'}","['Hadoop', 'Python', 'SQL', 'Tableau']"
365,Nicole,Young,phillipstravis@example.com,001-957-883-4772x3657,2023-09-03,Customer Success,Customer Support,72797,48.0,"{'street': '667 Solomon Vista', 'city': 'Johnville', 'state': 'LA', 'zip': '72187', 'country': 'USA'}","['Scala', 'Hadoop']"
366,Alex,Osborne,curtisthomas@example.net,361.215.5376,2022-02-06,Business Development,Sales,93912,15.0,"{'street': '5660 Carter Forges Apt. 781', 'city': 'Brandonshire', 'state': 'MS', 'zip': '97608', 'country': 'USA'}","['PowerBI', 'AWS']"
367,Vincent,Jordan,james47@example.org,969.723.4395,2021-10-21,Technical Support,Customer Support,72707,41.0,"{'street': '17725 Michael Cliffs', 'city': 'Lake Latoyahaven', 'state': 'NV', 'zip': '73792', 'country': 'USA'}","['Hadoop', 'Azure', 'AWS']"
368,Anthony,Drake,courtney06@example.com,001-444-790-7913,2021-05-18,IT Support,IT,108392,4.0,"{'street': '487 Solis Ramp Suite 795', 'city': 'West Nicolebury', 'state': 'OR', 'zip': '33984', 'country': 'USA'}","['Java', 'Scala', 'AWS', 'R', 'Excel']"
369,Linda,Young,onealbrian@example.net,(673)640-8862,2019-05-13,IT Manager,IT,99317,34.0,"{'street': '67505 James Mills', 'city': 'South Stevenchester', 'state': 'DC', 'zip': '79839', 'country': 'USA'}","['Python', 'Hadoop', 'AWS', 'Docker', 'R']"
370,William,Lee,bowerscarlos@example.org,639-650-0575x0516,2016-10-05,Software Engineer,Engineering,102995,6.0,"{'street': '0391 Mary Ford', 'city': 'South Tara', 'state': 'NY', 'zip': '66137', 'country': 'USA'}","['Kubernetes', 'SQL', 'PowerBI', 'Hadoop', 'Excel']"
371,Alexander,Williams,rodriguezcrystal@example.com,986-346-7634x48475,2020-03-18,Network Engineer,IT,104093,31.0,"{'street': '75560 Antonio Harbor Apt. 510', 'city': 'Timothyport', 'state': 'IN', 'zip': '56297', 'country': 'USA'}","['Tableau', 'Spark']"
372,Vanessa,Lee,tammyjones@example.com,(915)354-3813,2016-06-09,DevOps Engineer,Engineering,119055,34.0,"{'street': '65679 Teresa Isle Suite 960', 'city': 'Littlechester', 'state': 'MP', 'zip': '75983', 'country': 'USA'}","['PowerBI', 'Azure']"
373,Tamara,Peterson,bfarmer@example.org,(754)451-8421x6199,2017-11-14,Technical Support,Customer Support,73119,1.0,"{'street': '28214 Holt Hollow Apt. 074', 'city': 'Stephensburgh', 'state': 'AS', 'zip': '65728', 'country': 'USA'}","['Kubernetes', 'Azure', 'SQL']"
374,Anthony,Perez,davidjones@example.net,+1-529-622-8685x98849,2023-11-09,COO,Operations,68847,4.0,"{'street': '79600 Kathryn Mall Apt. 766', 'city': 'Stephenfurt', 'state': 'SD', 'zip': '14570', 'country': 'USA'}","['Excel', 'Spark', 'Kubernetes', 'PowerBI', 'Scala']"
375,James,Torres,xjenkins@example.net,327.391.2325x04167,2022-04-21,Operations Analyst,Operations,76646,29.0,"{'street': '825 David Manor Apt. 259', 'city': 'Hooverland', 'state': 'OK', 'zip': '85634', 'country': 'USA'}","['Spark', 'Scala', 'AWS']"
376,Scott,Miller,sarahbass@example.com,+1-487-553-1943x283,2019-03-12,HR Coordinator,HR,79704,20.0,"{'street': '725 Carlos Summit', 'city': 'South Leviport', 'state': 'TN', 'zip': '72016', 'country': 'USA'}","['Docker', 'AWS', 'Azure']"
377,Kyle,Grimes,rodriguezamy@example.com,+1-355-952-9093x666,2019-03-14,Technical Support,Customer Support,70201,39.0,"{'street': '6306 Raymond Centers Apt. 121', 'city': 'Johnsbury', 'state': 'CO', 'zip': '84034', 'country': 'USA'}","['GCP', 'PowerBI', 'Docker', 'Kubernetes']"
378,Melvin,Morris,halematthew@example.org,(724)227-5981x378,2016-04-17,Engineering Manager,Engineering,121579,17.0,"{'street': '4307 Brian Manor', 'city': 'Stephanieshire', 'state': 'OH', 'zip': '00795', 'country': 'USA'}","['Docker', 'Spark', 'Hadoop', 'Java', 'R']"
379,Rachel,Horn,rileyjohn@example.org,001-367-591-4943x7262,2018-08-29,Finance Manager,Finance,96188,6.0,"{'street': '71559 Delacruz Ports Apt. 707', 'city': 'East Stephaniemouth', 'state': 'OR', 'zip': '95833', 'country': 'USA'}","['Tableau', 'PowerBI', 'Kubernetes', 'Java']"
380,Justin,Miller,jrivas@example.org,517.983.4515x294,2019-01-13,IT Support,IT,111764,47.0,"{'street': '072 Martinez Light Suite 493', 'city': 'North Jessica', 'state': 'IN', 'zip': '80336', 'country': 'USA'}","['Scala', 'SQL', 'PowerBI', 'AWS', 'Kubernetes']"
381,Jason,Morgan,stephenflores@example.com,001-645-589-6353x877,2018-08-16,Network Engineer,IT,114075,3.0,"{'street': '22850 Michael Inlet', 'city': 'Lake Sarah', 'state': 'OH', 'zip': '65219', 'country': 'USA'}","['Kubernetes', 'Spark']"
382,Amy,Smith,elee@example.org,+1-497-718-4816x209,2023-04-21,Accountant,Finance,98134,7.0,"{'street': '1217 Christina Brooks', 'city': 'Petersonton', 'state': 'LA', 'zip': '34849', 'country': 'USA'}","['GCP', 'R', 'Docker']"
383,Chad,Flores,flambert@example.net,824.233.6502x5011,2018-05-01,Sales Analyst,Sales,92528,35.0,"{'street': '665 Richard Brooks', 'city': 'Lake Andrewstad', 'state': 'MD', 'zip': '00856', 'country': 'USA'}","['Excel', 'Tableau', 'Spark', 'Java', 'Hadoop']"
384,Ian,Peterson,matthewadams@example.com,+1-212-829-6502x23635,2016-09-04,Operations Manager,Operations,85720,7.0,"{'street': '802 Jerome Locks', 'city': 'Bondbury', 'state': 'SC', 'zip': '03911', 'country': 'USA'}","['Tableau', 'Scala', 'Spark', 'Java', 'Excel']"
385,Stacey,Stanton,bryan33@example.net,910-975-8682,2021-06-07,HR Coordinator,HR,82424,11.0,"{'street': '9969 Mendoza Crescent Suite 413', 'city': 'Dukeland', 'state': 'DC', 'zip': '55819', 'country': 'USA'}","['AWS', 'Spark']"
386,Sergio,Lee,william33@example.com,757.403.9900,2019-01-12,Account Executive,Sales,97965,27.0,"{'street': '731 Harris Haven Apt. 155', 'city': 'East Jennifer', 'state': 'AK', 'zip': '94830', 'country': 'USA'}","['AWS', 'GCP', 'PowerBI', 'R']"
387,Deborah,Leonard,jsmith@example.org,897-311-9281x86472,2017-08-14,Auditor,Finance,100338,8.0,"{'street': '085 Nicolas Terrace', 'city': 'Kevinberg', 'state': 'DE', 'zip': '00765', 'country': 'USA'}","['AWS', 'Excel']"
388,Andrew,Wells,icunningham@example.org,4363006884,2018-03-04,COO,Operations,83632,6.0,"{'street': '1337 Jillian Pass', 'city': 'Smithview', 'state': 'OR', 'zip': '27821', 'country': 'USA'}","['Spark', 'Azure']"
389,Ashley,Walker,amy72@example.org,435-519-4866x791,2022-06-07,Operations Manager,Operations,81877,23.0,"{'street': '741 White Parkways Apt. 696', 'city': 'South Sara', 'state': 'OR', 'zip': '75462', 'country': 'USA'}","['Python', 'Java', 'SQL', 'Excel']"
390,Tracy,Small,curtissmith@example.com,+1-938-984-5445,2023-03-06,Content Creator,Marketing,74087,8.0,"{'street': '60825 Hale Mountain', 'city': 'South Donald', 'state': 'IA', 'zip': '30530', 'country': 'USA'}","['Tableau', 'AWS', 'SQL', 'Python']"
391,Amanda,Kim,emccall@example.net,877-777-4962,2018-02-11,Operations Analyst,Operations,91033,50.0,"{'street': '44854 Thomas Junctions', 'city': 'Owensside', 'state': 'MP', 'zip': '02465', 'country': 'USA'}","['Python', 'AWS', 'Excel']"
392,Amanda,Smith,stephanie04@example.com,669-732-6158x873,2022-01-03,Support Agent,Customer Support,67706,39.0,"{'street': '5255 Ruiz Points Suite 306', 'city': 'West Veronicaberg', 'state': 'OH', 'zip': '01839', 'country': 'USA'}","['Hadoop', 'Java', 'Scala', 'Spark']"
393,Jose,Torres,rdixon@example.org,822.342.6483x6499,2018-10-24,QA Engineer,Engineering,118446,13.0,"{'street': '405 Kimberly Road Apt. 028', 'city': 'West Dennisfurt', 'state': 'VA', 'zip': '78664', 'country': 'USA'}","['Python', 'Spark']"
394,Riley,Davidson,floressteven@example.org,(633)933-2187x80719,2017-10-24,Operations Manager,Operations,85797,21.0,"{'street': '5917 Burns Fall', 'city': 'Matthewborough', 'state': 'NM', 'zip': '49032', 'country': 'USA'}","['Hadoop', 'Scala', 'PowerBI', 'Excel']"
395,Cynthia,Davis,bfranklin@example.com,+1-875-283-5218x37239,2021-11-29,HR Coordinator,HR,79170,28.0,"{'street': '8655 Rogers Flat', 'city': 'East Roger', 'state': 'MI', 'zip': '97816', 'country': 'USA'}","['Azure', 'Docker']"
396,Dustin,Bowers,perezgary@example.net,5104621850,2020-03-06,Account Executive,Sales,98560,30.0,"{'street': '539 Aaron Camp', 'city': 'Davischester', 'state': 'KY', 'zip': '64957', 'country': 'USA'}","['Kubernetes', 'Docker', 'Spark']"
397,Teresa,Lopez,iturner@example.net,224.257.0390x208,2020-04-26,Finance Manager,Finance,96689,24.0,"{'street': '41842 Henry Dale Suite 642', 'city': 'Campbellmouth', 'state': 'ID', 'zip': '97419', 'country': 'USA'}","['Spark', 'Hadoop', 'Docker', 'Java']"
398,Justin,White,cgibson@example.net,573.653.5288x7865,2023-10-26,Talent Acquisition,HR,68004,37.0,"{'street': '96948 Eric Shore', 'city': 'Jonathanhaven', 'state': 'MD', 'zip': '95667', 'country': 'USA'}","['Hadoop', 'Scala', 'Excel', 'Python', 'Spark']"
399,Amanda,Williams,jessedavis@example.net,+1-249-797-9898x52608,2017-04-10,Sales Manager,Sales,101140,50.0,"{'street': '731 Santos Stravenue Suite 076', 'city': 'East Jonathan', 'state': 'NH', 'zip': '51391', 'country': 'USA'}","['AWS', 'SQL', 'Python', 'R']"
400,Olivia,Williams,tonya82@example.org,+1-865-376-5390x51192,2021-09-18,Talent Acquisition,HR,73706,5.0,"{'street': '5173 Hernandez Heights Suite 429', 'city': 'Nancymouth', 'state': 'AK', 'zip': '79597', 'country': 'USA'}","['Java', 'Tableau', 'Spark', 'Excel']"
401,Laura,Jordan,murphykatherine@example.net,490-744-2952,2024-11-25,System Administrator,IT,93254,25.0,"{'street': '561 Watson Bypass Apt. 796', 'city': 'East Charlesmouth', 'state': 'VA', 'zip': '77131', 'country': 'USA'}","['Azure', 'Tableau', 'GCP', 'PowerBI', 'R']"
402,Carlos,Miller,amandageorge@example.org,802.836.7160x431,2015-06-08,IT Manager,IT,111929,46.0,"{'street': '1669 Alexis Underpass', 'city': 'Annaburgh', 'state': 'MA', 'zip': '44057', 'country': 'USA'}","['Excel', 'Hadoop', 'Kubernetes', 'Python']"
403,Dawn,Mccarthy,navarrothomas@example.com,+1-402-839-8195,2022-10-16,Sales Analyst,Sales,88348,38.0,"{'street': '684 Martin Pines', 'city': 'Basshaven', 'state': 'ME', 'zip': '02477', 'country': 'USA'}","['Kubernetes', 'GCP', 'Java']"
404,Valerie,Watson,smithtimothy@example.org,001-974-778-7566x675,2019-05-23,HR Manager,HR,84743,42.0,"{'street': '959 Martha Square Suite 962', 'city': 'West Gloria', 'state': 'ID', 'zip': '59983', 'country': 'USA'}","['SQL', 'Spark', 'Docker', 'PowerBI', 'Java']"
405,Patricia,Gomez,ypeters@example.org,554.948.8703x30125,2022-09-25,Operations Manager,Operations,83656,4.0,"{'street': '0442 Gina Hills', 'city': 'Lake Sarahtown', 'state': 'PR', 'zip': '95400', 'country': 'USA'}","['Java', 'GCP', 'AWS', 'Hadoop']"
406,Ashley,Wade,phall@example.com,+1-258-978-5328,2023-03-18,SEO Specialist,Marketing,84065,17.0,"{'street': '6192 Amy Mill', 'city': 'West Emilyberg', 'state': 'NE', 'zip': '36087', 'country': 'USA'}","['R', 'Kubernetes', 'AWS']"
407,Caleb,Wood,blane@example.org,001-603-471-7172,2023-05-20,IT Manager,IT,97117,24.0,"{'street': '59007 Knapp Brooks', 'city': 'Port Dawnfurt', 'state': 'AZ', 'zip': '97374', 'country': 'USA'}","['Azure', 'R', 'Python']"
408,Jacqueline,Freeman,mhoward@example.com,(641)536-4424x594,2024-10-03,System Administrator,IT,83143,37.0,"{'street': '591 Henry Station', 'city': 'North Juliaberg', 'state': 'WA', 'zip': '66147', 'country': 'USA'}","['Tableau', 'Hadoop', 'Spark']"
409,Brittany,Horton,michael87@example.org,759-234-3690x86675,2023-10-06,Support Manager,Customer Support,73703,35.0,"{'street': '293 Goodwin Circle Apt. 665', 'city': 'Georgeborough', 'state': 'AZ', 'zip': '67796', 'country': 'USA'}","['Azure', 'AWS', 'Spark', 'Java']"
410,Gabrielle,Williams,martinezbilly@example.net,(435)783-3317,2022-07-18,Financial Analyst,Finance,91404,18.0,"{'street': '735 Adam Underpass Apt. 915', 'city': 'Danielville', 'state': 'NV', 'zip': '10335', 'country': 'USA'}","['Scala', 'Docker', 'Java', 'SQL']"
411,Jonathan,Henderson,manuel88@example.org,(727)643-9650,2021-07-02,HR Coordinator,HR,79353,7.0,"{'street': '08980 Dixon Mall', 'city': 'Lake Gary', 'state': 'NJ', 'zip': '10279', 'country': 'USA'}","['Python', 'Hadoop']"
412,Adam,Castillo,mariagomez@example.com,853.649.8657x9102,2022-01-30,Marketing Specialist,Marketing,76928,31.0,"{'street': '9969 Shaw Highway', 'city': 'New Rachelshire', 'state': 'ME', 'zip': '35076', 'country': 'USA'}","['Python', 'Scala', 'GCP']"
413,Michael,Barry,jennifer64@example.com,589.462.3460,2023-12-23,Controller,Finance,87689,24.0,"{'street': '16247 Thomas River Suite 061', 'city': 'Pooleborough', 'state': 'WV', 'zip': '36483', 'country': 'USA'}","['R', 'Tableau', 'Docker']"
414,Sharon,Rodriguez,svaughan@example.org,422-321-8389x07721,2023-10-24,Customer Success,Customer Support,66010,15.0,"{'street': '7396 Bailey Junctions Apt. 113', 'city': 'Catherinestad', 'state': 'LA', 'zip': '34957', 'country': 'USA'}","['Python', 'Docker', 'Spark', 'AWS', 'Scala']"
415,Larry,Miller,heberttaylor@example.com,931.908.7357,2022-11-09,Engineering Manager,Engineering,103089,38.0,"{'street': '2519 James Lakes', 'city': 'Port Kristy', 'state': 'GU', 'zip': '27159', 'country': 'USA'}","['Docker', 'Scala']"
416,Laurie,Taylor,trios@example.com,593.538.7634x8180,2016-10-07,Engineering Manager,Engineering,115937,1.0,"{'street': '7064 Mary Cape Suite 567', 'city': 'Littleport', 'state': 'IA', 'zip': '39260', 'country': 'USA'}","['PowerBI', 'Kubernetes', 'Docker', 'R']"
417,Willie,Mcfarland,gatesbrian@example.com,488.749.8178x4483,2015-06-01,Content Creator,Marketing,97982,3.0,"{'street': '2523 Heather Manor', 'city': 'Kariborough', 'state': 'OH', 'zip': '81489', 'country': 'USA'}","['PowerBI', 'Azure']"
418,Mark,Lane,wbush@example.com,746.550.9844,2024-09-16,Technical Support,Customer Support,64914,33.0,"{'street': '83016 Collier River', 'city': 'Lake Danielborough', 'state': 'DC', 'zip': '51877', 'country': 'USA'}","['Excel', 'Java', 'Tableau']"
419,Kayla,Hernandez,chungryan@example.com,244.308.8681x429,2018-11-26,IT Manager,IT,95094,9.0,"{'street': '09113 Mckenzie Stream Suite 035', 'city': 'Lake Brettfurt', 'state': 'FL', 'zip': '92996', 'country': 'USA'}","['Kubernetes', 'AWS']"
420,Angela,Phillips,orichardson@example.org,(558)656-0327x59067,2020-07-19,Finance Manager,Finance,102646,41.0,"{'street': '596 Christopher Meadows Suite 950', 'city': 'Lisaside', 'state': 'VA', 'zip': '56459', 'country': 'USA'}","['Kubernetes', 'Docker', 'SQL', 'Python']"
421,Samantha,Hinton,fphillips@example.org,+1-859-709-9438x742,2021-03-10,COO,Operations,88865,27.0,"{'street': '97790 Cortez Islands Apt. 980', 'city': 'Port Wendymouth', 'state': 'VT', 'zip': '91220', 'country': 'USA'}","['Azure', 'AWS']"
422,James,Cole,steelebrandon@example.com,+1-701-827-5449x51088,2016-03-27,HR Manager,HR,88024,31.0,"{'street': '263 Jennifer Plains', 'city': 'Schwartzshire', 'state': 'OK', 'zip': '25302', 'country': 'USA'}","['Azure', 'Python', 'R']"
423,Joe,Richard,faith70@example.com,600.829.3155x6394,2017-12-10,HR Manager,HR,84254,17.0,"{'street': '4861 Lisa Mill Suite 297', 'city': 'Quinnfurt', 'state': 'OH', 'zip': '64228', 'country': 'USA'}","['Excel', 'Tableau', 'R', 'Hadoop']"
424,Lisa,Patton,jonescarrie@example.net,761-582-4854,2017-10-23,Brand Strategist,Marketing,84256,32.0,"{'street': '809 Matthew Ferry Suite 053', 'city': 'South Adamchester', 'state': 'WY', 'zip': '21664', 'country': 'USA'}","['Azure', 'Hadoop', 'Kubernetes', 'Docker']"
425,Tony,Griffith,gsteele@example.org,(497)709-8123x12731,2023-05-10,Content Creator,Marketing,86930,50.0,"{'street': '977 Kevin Courts', 'city': 'Sydneyburgh', 'state': 'WV', 'zip': '03487', 'country': 'USA'}","['Docker', 'PowerBI', 'GCP']"
426,Jacob,Rose,smithkevin@example.net,(404)322-5922,2025-05-01,Account Executive,Sales,87548,17.0,"{'street': '48886 Jason Spring', 'city': 'North Laura', 'state': 'SC', 'zip': '84545', 'country': 'USA'}","['Azure', 'Hadoop']"
427,Laura,Lewis,gmontgomery@example.com,801.973.9431,2019-02-25,Content Creator,Marketing,82389,20.0,"{'street': '738 Flowers Squares', 'city': 'Scottville', 'state': 'HI', 'zip': '36081', 'country': 'USA'}","['Excel', 'Azure', 'R', 'Python', 'Tableau']"
428,Cory,Williams,emma84@example.net,(244)955-8966,2022-06-27,HR Manager,HR,82554,30.0,"{'street': '046 Munoz Mission', 'city': 'Lloydport', 'state': 'OR', 'zip': '57258', 'country': 'USA'}","['Python', 'AWS']"
429,Meghan,Duarte,johnarias@example.net,+1-924-426-4890x211,2018-06-29,HR Manager,HR,86045,47.0,"{'street': '4604 Adrian Oval Apt. 421', 'city': 'East Christopher', 'state': 'MA', 'zip': '50038', 'country': 'USA'}","['Spark', 'Azure', 'Python', 'PowerBI']"
430,Christopher,Bentley,woodsmonica@example.net,+1-717-353-0328,2021-01-21,Network Engineer,IT,97075,9.0,"{'street': '2114 Rhonda Valleys', 'city': 'Jenniferstad', 'state': 'MN', 'zip': '44057', 'country': 'USA'}","['PowerBI', 'GCP']"
431,Erica,Owens,winterstristan@example.org,3265822482,2019-09-01,HR Coordinator,HR,84370,40.0,"{'street': '47560 Abbott Villages', 'city': 'Bellmouth', 'state': 'NE', 'zip': '01288', 'country': 'USA'}","['Tableau', 'Spark', 'Hadoop']"
432,Raymond,Mosley,leonard82@example.net,001-707-669-8432x278,2020-02-26,SEO Specialist,Marketing,90975,47.0,"{'street': '1815 Vaughn Mill Suite 661', 'city': 'South Christineton', 'state': 'AS', 'zip': '55085', 'country': 'USA'}","['Spark', 'SQL']"
433,Jodi,Kelly,paulperkins@example.com,(390)712-7273x205,2019-04-17,Project Manager,Operations,92963,32.0,"{'street': '9593 Alvarez Corners Apt. 397', 'city': 'Port Emily', 'state': 'NY', 'zip': '74314', 'country': 'USA'}","['Excel', 'Tableau', 'SQL', 'Docker']"
434,Carolyn,Mendez,wagnerjesus@example.org,669.954.1399,2023-03-16,Finance Manager,Finance,95764,10.0,"{'street': '77789 Perry Keys', 'city': 'East Paulburgh', 'state': 'RI', 'zip': '08302', 'country': 'USA'}","['SQL', 'AWS', 'Kubernetes', 'Tableau']"
435,Sarah,Peterson,kleindenise@example.com,+1-597-689-4996x753,2016-11-11,Network Engineer,IT,121529,28.0,"{'street': '6094 Wilson Mill', 'city': 'New Danielle', 'state': 'CA', 'zip': '18729', 'country': 'USA'}","['Spark', 'Azure', 'GCP']"
436,Dustin,Bradford,rcarter@example.org,(310)691-6965,2017-01-04,System Administrator,IT,116091,18.0,"{'street': '642 Justin Drives Suite 142', 'city': 'Michellechester', 'state': 'NY', 'zip': '24315', 'country': 'USA'}","['PowerBI', 'Azure']"
437,Pamela,Hughes,tfarrell@example.com,451.392.1620,2018-11-24,System Administrator,IT,101813,8.0,"{'street': '183 Wilson Flat Suite 165', 'city': 'Jenningstown', 'state': 'NJ', 'zip': '46403', 'country': 'USA'}","['Kubernetes', 'Tableau', 'GCP', 'Scala', 'PowerBI']"
